Time (s),State,EAR,MAR,Gaze,Yawning,Roll,BaseRoll,Pitch,BasePitch,Yaw,BaseYaw
8.65,Stillness,0.000,0.084,4.330,False,-7.73,-7.31,0.48,4.19,-0.07,-0.02
8.68,Stillness,0.000,0.083,4.497,False,-7.69,-7.31,0.57,4.18,-0.07,-0.02
8.71,Stillness,0.000,0.082,3.303,False,-7.98,-7.32,0.30,4.18,-0.07,-0.02
8.74,Stillness,0.000,0.081,5.853,False,-8.07,-7.32,0.18,4.18,-0.07,-0.02
8.78,Stillness,0.000,0.096,5.000,False,-7.85,-7.32,0.20,4.18,-0.07,-0.02
8.81,Stillness,0.000,0.081,4.562,False,-7.86,-7.33,0.33,4.17,-0.07,-0.02
8.84,Stillness,0.000,0.093,6.359,False,-7.97,-7.33,0.39,4.17,-0.07,-0.02
8.87,Stillness,0.000,0.095,3.702,False,-7.80,-7.34,0.57,4.17,-0.08,-0.02
8.90,Stillness,0.000,0.092,2.581,False,-7.63,-7.34,0.68,4.16,-0.08,-0.02
8.93,Stillness,0.000,0.090,4.193,False,-7.55,-7.35,0.81,4.16,-0.08,-0.02
8.96,Stillness,0.000,0.093,4.081,False,-7.48,-7.35,1.13,4.16,-0.08,-0.02
9.00,Drowsy,1.000,0.091,4.081,False,-6.93,-7.35,1.30,4.16,-0.07,-0.02
9.03,Drowsy,1.000,0.094,3.239,False,-6.50,-7.34,1.51,4.14,-0.07,-0.02
9.06,Drowsy,1.000,0.105,3.811,False,-5.98,-7.34,2.11,4.13,-0.06,-0.02
9.09,Drowsy,1.000,0.104,4.107,False,-5.60,-7.33,2.28,4.13,-0.06,-0.02
9.12,Drowsy,1.000,0.083,3.400,False,-5.09,-7.33,2.81,4.13,-0.05,-0.02
9.15,Drowsy,1.000,0.100,3.811,False,-4.27,-7.32,3.16,4.13,-0.04,-0.02
9.18,Drowsy,1.000,0.094,3.811,False,-4.07,-7.32,3.45,4.13,-0.04,-0.02
9.21,Drowsy,1.000,0.106,3.354,False,-3.71,-7.32,3.72,4.11,-0.03,-0.02
9.25,Drowsy,1.000,0.097,2.943,False,-3.26,-7.31,4.13,4.13,-0.02,-0.02
9.28,Drowsy,1.000,0.084,2.943,False,-2.98,-7.31,4.72,4.13,-0.02,-0.02
9.31,Stillness,0.000,0.086,3.618,False,-2.60,-7.31,5.13,4.13,-0.01,-0.02
9.34,Stillness,0.000,0.087,3.811,False,-1.72,-7.31,5.92,4.13,0.00,-0.02
9.37,Stillness,0.000,0.064,5.443,False,-1.37,-7.31,6.45,4.13,0.01,-0.02
9.40,Stillness,0.000,0.065,5.475,False,-0.93,-7.31,7.11,4.13,0.02,-0.02
9.43,Stillness,0.000,0.066,4.671,False,-0.12,-7.30,7.82,4.13,0.03,-0.02
9.46,Stillness,0.000,0.065,6.854,False,0.15,-7.30,8.13,4.14,0.04,-0.02
9.49,Stillness,0.000,0.079,8.303,False,0.46,-7.30,8.44,4.16,0.05,-0.02
9.53,Stillness,0.000,0.081,6.737,False,0.90,-7.30,9.01,4.16,0.05,-0.02
9.55,Stillness,0.000,0.067,3.915,False,1.06,-7.30,9.39,4.16,0.06,-0.02
9.60,Stillness,0.000,0.056,5.590,False,1.41,-7.30,10.22,4.16,0.06,-0.02
9.63,Stillness,0.000,0.056,6.044,False,1.26,-7.30,10.31,4.17,0.06,-0.02
9.67,Stillness,0.000,0.076,5.284,False,1.35,-7.29,10.82,4.17,0.06,-0.02
9.70,Stillness,0.000,0.056,4.107,False,1.34,-7.28,11.09,4.17,0.06,-0.02
9.73,Stillness,0.000,0.079,4.965,False,1.30,-7.27,11.12,4.18,0.06,-0.02
9.76,Stillness,0.000,0.070,4.495,False,1.28,-7.27,11.29,4.18,0.06,-0.02
9.79,Stillness,0.000,0.056,4.718,False,1.20,-7.24,11.28,4.18,0.06,-0.02
9.82,Stillness,0.000,0.075,5.157,False,1.13,-7.22,11.49,4.18,0.06,-0.02
9.85,Stillness,0.000,0.058,4.929,False,1.22,-7.21,11.47,4.19,0.06,-0.02
9.89,Stillness,0.000,0.071,4.495,False,1.11,-7.21,11.33,4.20,0.05,-0.02
9.92,Stillness,0.000,0.071,4.929,False,1.06,-7.19,11.28,4.20,0.05,-0.02
9.95,Stillness,0.000,0.059,4.965,False,0.96,-7.16,11.60,4.20,0.05,-0.02
9.98,Stillness,0.000,0.062,4.495,False,0.95,-7.15,11.54,4.20,0.05,-0.02
10.01,Stillness,0.000,0.071,4.965,False,0.81,-7.15,11.60,4.20,0.04,-0.02
10.04,Stillness,0.000,0.070,5.157,False,0.77,-7.13,11.64,4.20,0.04,-0.02
10.07,Stillness,0.000,0.070,4.718,False,0.66,-7.11,11.47,4.20,0.04,-0.02
10.10,Stillness,0.000,0.073,4.965,False,0.62,-7.09,11.54,4.21,0.04,-0.02
10.14,Stillness,0.000,0.077,4.472,False,0.61,-7.07,11.52,4.21,0.03,-0.02
10.17,Stillness,0.000,0.075,4.768,False,0.50,-7.06,11.49,4.21,0.03,-0.02
10.20,Stillness,0.000,0.088,4.495,False,0.39,-7.06,11.42,4.21,0.03,-0.02
10.23,Stillness,0.000,0.081,4.495,False,0.39,-7.06,11.44,4.22,0.03,-0.02
10.26,Stillness,0.000,0.104,4.495,False,0.30,-7.05,11.36,4.22,0.02,-0.02
10.29,Stillness,0.000,0.103,4.497,False,0.31,-7.04,11.31,4.24,0.02,-0.02
10.32,Stillness,0.000,0.077,5.037,False,0.23,-7.03,11.11,4.25,0.02,-0.02
10.35,Stillness,0.000,0.091,5.831,False,0.11,-6.99,10.99,4.26,0.02,-0.02
10.38,Stillness,0.000,0.100,5.608,False,0.00,-6.95,11.01,4.26,0.01,-0.02
10.42,Stillness,0.000,0.091,4.562,False,-0.19,-6.94,10.78,4.27,0.01,-0.02
10.45,Stillness,0.000,0.066,4.929,False,0.00,-6.93,10.92,4.28,0.01,-0.02
10.48,Stillness,0.000,0.067,4.718,False,0.18,-6.92,10.88,4.29,0.01,-0.02
10.51,Stillness,0.000,0.053,5.152,False,0.11,-6.90,10.88,4.29,0.01,-0.02
10.54,Stillness,0.000,0.069,5.590,False,0.25,-6.89,11.06,4.29,0.01,-0.02
10.57,Stillness,0.000,0.067,5.408,False,0.35,-6.87,11.25,4.29,0.02,-0.02
10.60,Stillness,0.000,0.067,6.267,False,0.33,-6.86,11.16,4.30,0.02,-0.02
10.63,Stillness,0.000,0.069,5.854,False,0.11,-6.85,11.03,4.30,0.02,-0.02
10.66,Stillness,0.000,0.069,5.152,False,0.22,-6.84,10.94,4.31,0.02,-0.02
10.70,Stillness,0.000,0.069,4.736,False,0.15,-6.84,10.58,4.32,0.02,-0.02
10.73,Stillness,0.000,0.078,4.736,False,-0.01,-6.81,10.38,4.32,0.01,-0.01
10.76,Stillness,0.000,0.067,5.000,False,0.19,-6.78,10.61,4.33,0.01,-0.01
10.79,Stillness,0.000,0.067,5.193,False,0.00,-6.77,10.47,4.33,0.01,-0.01
10.82,Stillness,0.000,0.067,4.754,False,0.10,-6.76,10.42,4.33,0.01,-0.01
10.85,Stillness,0.000,0.054,4.081,False,0.23,-6.76,10.52,4.34,0.01,-0.01
10.88,Stillness,0.000,0.082,5.803,False,0.15,-6.75,10.33,4.35,0.01,-0.01
10.91,Stillness,0.000,0.081,8.877,False,-0.02,-6.71,9.80,4.35,0.01,-0.01
10.95,Stillness,0.000,0.066,7.356,False,0.21,-6.68,9.37,4.35,0.01,-0.01
10.99,Stillness,0.000,0.066,5.870,False,0.17,-6.67,9.19,4.35,0.01,-0.01
11.02,Stillness,0.000,0.065,5.957,False,0.04,-6.67,8.81,4.35,0.01,-0.01
11.05,Stillness,0.000,0.066,5.438,False,0.01,-6.66,8.95,4.36,0.01,-0.01
11.09,Stillness,0.000,0.079,5.193,False,-0.16,-6.65,8.72,4.36,0.01,-0.01
11.12,Stillness,0.000,0.067,4.718,False,-0.34,-6.62,8.40,4.36,0.01,-0.01
11.15,Stillness,0.000,0.064,4.330,False,-0.61,-6.58,8.23,4.37,0.00,-0.01
11.18,Drowsy,1.000,0.064,4.039,False,-0.71,-6.58,7.90,4.37,0.00,-0.01
11.21,Drowsy,1.000,0.076,4.495,False,-0.86,-6.58,7.50,4.37,-0.00,-0.01
11.24,Drowsy,1.000,0.063,4.357,False,-1.02,-6.56,7.23,4.37,-0.00,-0.01
11.27,Drowsy,1.000,0.062,4.303,False,-1.12,-6.53,7.25,4.38,-0.00,-0.01
11.30,Drowsy,1.000,0.077,3.811,False,-1.42,-6.51,7.03,4.38,-0.01,-0.01
11.33,Drowsy,1.000,0.076,4.495,False,-1.56,-6.50,6.78,4.39,-0.01,-0.01
11.37,Stillness,0.000,0.075,4.965,False,-1.69,-6.48,6.69,4.40,-0.01,-0.01
11.40,Stillness,0.000,0.074,3.811,False,-2.03,-6.46,6.35,4.41,-0.01,-0.01
11.43,Stillness,0.000,0.075,4.743,False,-1.89,-6.45,6.42,4.42,-0.01,-0.01
11.46,Stillness,0.000,0.074,4.662,False,-2.07,-6.44,6.43,4.42,-0.02,-0.01
11.49,Stillness,0.000,0.086,7.772,False,-1.98,-6.44,6.35,4.42,-0.02,-0.01
11.52,Stillness,0.000,0.073,5.612,False,-2.39,-6.43,6.17,4.43,-0.02,-0.01
11.55,Stillness,0.000,0.087,7.474,False,-2.48,-6.43,6.33,4.43,-0.02,-0.01
11.58,Stillness,0.000,0.073,8.327,False,-2.84,-6.43,6.14,4.43,-0.02,-0.01
11.61,Stillness,0.000,0.075,6.965,False,-2.98,-6.41,5.80,4.43,-0.02,-0.01
11.65,Stillness,0.000,0.076,2.995,False,-3.32,-6.39,6.04,4.43,-0.02,-0.01
11.68,Stillness,0.000,0.080,3.702,False,-3.23,-6.35,6.07,4.43,-0.02,-0.01
11.71,Stillness,0.000,0.095,4.081,False,-3.41,-6.31,5.87,4.43,-0.02,-0.01
11.74,Drowsy,1.000,0.079,4.472,False,-3.32,-6.27,5.75,4.43,-0.02,-0.01
11.77,Drowsy,1.000,0.086,4.472,False,-3.46,-6.23,5.77,4.43,-0.02,-0.01
11.80,Drowsy,1.000,0.085,4.061,False,-3.53,-6.13,5.51,4.44,-0.02,-0.01
11.84,Drowsy,1.000,0.077,4.768,False,-3.62,-6.03,5.45,4.46,-0.02,-0.01
11.87,Drowsy,1.000,0.086,4.280,False,-3.58,-6.03,5.39,4.47,-0.02,-0.01
11.90,Drowsy,1.000,0.088,3.869,False,-3.56,-6.03,5.50,4.49,-0.02,-0.01
11.93,Drowsy,1.000,0.072,3.854,False,-3.60,-6.00,5.53,4.51,-0.02,-0.01
11.96,Drowsy,1.000,0.085,3.854,False,-3.62,-5.98,5.52,4.52,-0.02,-0.01
11.99,Stillness,0.000,0.085,3.662,False,-3.49,-5.97,5.57,4.54,-0.02,-0.01
12.02,Stillness,0.000,0.073,3.662,False,-3.68,-5.97,5.53,4.56,-0.02,-0.01
12.06,Stillness,0.000,0.092,4.162,False,-3.71,-5.92,5.63,4.59,-0.02,-0.01
12.09,Stillness,0.000,0.072,3.354,False,-3.71,-5.87,5.39,4.61,-0.02,-0.01
12.12,Stillness,0.000,0.090,3.811,False,-3.40,-5.87,5.37,4.61,-0.02,-0.01
12.15,Stillness,0.000,0.087,3.869,False,-3.54,-5.86,5.38,4.61,-0.02,-0.02
12.18,Stillness,0.000,0.073,3.415,False,-3.60,-5.75,5.42,4.66,-0.02,-0.02
12.21,Stillness,0.000,0.084,3.415,False,-3.64,-5.65,5.35,4.70,-0.02,-0.02
12.24,Stillness,0.000,0.075,3.193,False,-3.68,-5.62,5.34,4.70,-0.02,-0.02
12.27,Stillness,0.000,0.084,2.236,False,-3.65,-5.60,5.43,4.70,-0.01,-0.02
12.30,Stillness,0.000,0.072,3.623,False,-3.65,-5.58,5.45,4.71,-0.01,-0.02
12.35,Stillness,0.000,0.084,3.400,False,-3.59,-5.56,5.52,4.72,-0.01,-0.02
12.38,Stillness,0.000,0.086,3.415,False,-3.56,-5.54,5.57,4.72,-0.01,-0.01
12.41,Stillness,0.000,0.074,2.500,False,-3.69,-5.51,5.61,4.72,-0.01,-0.01
12.45,Stillness,0.000,0.071,2.693,False,-3.74,-5.51,5.63,4.72,-0.01,-0.01
12.48,Stillness,0.000,0.084,3.193,False,-3.85,-5.50,5.68,4.73,-0.01,-0.01
12.51,Stillness,0.000,0.071,3.000,False,-3.75,-5.50,5.63,4.73,-0.01,-0.01
12.54,Stillness,0.000,0.073,2.693,False,-3.87,-5.49,5.73,4.74,-0.01,-0.01
12.57,Stillness,0.000,0.084,3.193,False,-3.77,-5.49,5.68,4.76,-0.01,-0.01
12.60,Stillness,0.000,0.074,3.000,False,-3.80,-5.48,5.66,4.77,-0.01,-0.01
12.63,Stillness,0.000,0.097,3.193,False,-3.83,-5.47,5.66,4.78,-0.01,-0.01
12.66,Stillness,0.000,0.083,3.415,False,-3.73,-5.45,5.64,4.78,-0.01,-0.01
12.69,Stillness,0.000,0.096,3.623,False,-3.60,-5.37,5.72,4.80,-0.01,-0.01
12.73,Stillness,0.000,0.075,2.699,False,-3.52,-5.29,5.48,4.82,-0.01,-0.01
12.75,Stillness,0.000,0.071,4.472,False,-3.01,-5.28,5.43,4.84,-0.01,-0.01
12.79,Stillness,0.000,0.081,6.357,False,-3.02,-5.26,5.42,4.85,-0.01,-0.01
12.82,Stillness,0.000,0.091,7.966,False,-3.13,-5.26,5.27,4.87,-0.01,-0.01
12.85,Stillness,0.000,0.091,5.904,False,-2.99,-5.25,5.11,4.89,-0.01,-0.01
12.88,Stillness,0.000,0.088,6.623,False,-3.02,-5.25,4.99,4.90,-0.01,-0.01
12.91,Stillness,0.000,0.087,5.193,False,-3.22,-5.24,4.90,4.90,-0.01,-0.01
12.94,Stillness,0.000,0.097,6.623,False,-3.06,-5.24,4.50,4.90,-0.01,-0.01
12.97,Stillness,0.000,0.110,9.518,False,-2.51,-5.24,4.03,4.89,-0.01,-0.01
13.00,Drowsy,1.000,0.094,6.413,False,-2.15,-5.21,3.62,4.87,-0.01,-0.01
13.04,Drowsy,1.000,0.085,4.495,False,-2.35,-5.18,3.01,4.85,-0.01,-0.01
13.07,Drowsy,1.000,0.113,2.532,False,-1.79,-5.15,2.79,4.84,-0.01,-0.01
13.10,Drowsy,1.000,0.103,2.581,False,-1.72,-5.13,2.29,4.82,-0.01,-0.01
13.13,Drowsy,1.000,0.099,3.606,False,-1.39,-5.11,2.10,4.80,-0.01,-0.01
13.16,Drowsy,1.000,0.098,3.217,False,-1.35,-5.09,1.83,4.78,-0.01,-0.01
13.19,Drowsy,1.000,0.098,2.699,False,-1.25,-5.08,1.62,4.78,-0.01,-0.01
13.22,Drowsy,1.000,0.096,3.384,False,-1.20,-5.06,1.23,4.77,-0.01,-0.01
13.25,Drowsy,1.000,0.115,2.532,False,-1.26,-5.06,0.85,4.76,-0.01,-0.01
13.28,Drowsy,1.000,0.104,3.924,False,-1.46,-5.05,0.46,4.74,-0.01,-0.01
13.31,Drowsy,1.000,0.114,3.606,False,-1.50,-5.03,0.11,4.73,-0.01,-0.01
13.35,Drowsy,1.000,0.117,3.606,False,-1.63,-5.02,-0.23,4.73,-0.01,-0.01
13.38,Drowsy,1.000,0.132,4.039,False,-1.76,-5.01,-0.51,4.72,-0.02,-0.01
13.41,Drowsy,1.000,0.103,3.384,False,-1.89,-4.99,-0.83,4.72,-0.02,-0.01
13.44,Drowsy,1.000,0.104,4.814,False,-1.81,-4.97,-1.22,4.72,-0.02,-0.01
13.47,Drowsy,1.000,0.110,3.643,False,-1.79,-4.95,-1.59,4.72,-0.02,-0.01
13.50,Stillness,0.000,0.121,3.606,False,-1.91,-4.94,-1.94,4.71,-0.02,-0.01
13.53,Stillness,0.000,0.111,3.643,False,-2.19,-4.93,-2.20,4.70,-0.03,-0.01
13.56,Stillness,0.000,0.104,4.274,False,-2.07,-4.92,-2.59,4.70,-0.03,-0.01
13.59,Stillness,0.000,0.103,3.864,False,-2.32,-4.92,-2.80,4.70,-0.03,-0.01
13.63,Stillness,0.000,0.123,4.611,False,-2.27,-4.89,-3.04,4.66,-0.03,-0.01
13.66,Stillness,0.000,0.114,4.929,False,-2.31,-4.86,-3.22,4.61,-0.03,-0.01
13.69,Stillness,0.000,0.103,4.352,False,-2.29,-4.84,-3.32,4.61,-0.03,-0.01
13.72,Stillness,0.000,0.112,4.495,False,-2.41,-4.82,-3.34,4.61,-0.03,-0.01
13.75,Stillness,0.000,0.126,4.495,False,-2.38,-4.81,-3.42,4.59,-0.03,-0.01
13.78,Stillness,0.000,0.122,4.495,False,-2.30,-4.81,-3.53,4.56,-0.03,-0.01
13.81,Stillness,0.000,0.122,4.497,False,-2.25,-4.79,-3.63,4.54,-0.02,-0.01
13.84,Stillness,0.000,0.131,4.274,False,-2.19,-4.78,-3.65,4.52,-0.02,-0.01
13.88,Stillness,0.000,0.112,4.274,False,-2.18,-4.76,-3.68,4.51,-0.02,-0.01
13.91,Stillness,0.000,0.121,4.193,False,-2.21,-4.74,-3.71,4.50,-0.02,-0.01
13.94,Stillness,0.000,0.129,4.280,False,-2.31,-4.70,-3.77,4.50,-0.02,-0.01
13.97,Stillness,0.000,0.124,4.193,False,-2.49,-4.66,-3.75,4.49,-0.02,-0.01
14.00,Stillness,0.000,0.123,3.736,False,-2.63,-4.58,-3.73,4.47,-0.02,-0.01
14.03,Stillness,0.000,0.123,4.497,False,-2.80,-4.51,-3.73,4.46,-0.01,-0.01
14.06,Stillness,0.000,0.128,4.280,False,-2.67,-4.50,-3.72,4.44,-0.01,-0.01
14.09,Stillness,0.000,0.123,4.743,False,-2.65,-4.49,-3.69,4.43,-0.01,-0.01
14.12,Stillness,0.000,0.132,4.662,False,-2.69,-4.48,-3.63,4.43,-0.01,-0.01
14.16,Stillness,0.000,0.131,4.280,False,-2.66,-4.47,-3.68,4.43,-0.01,-0.01
14.19,Stillness,0.000,0.133,4.768,False,-2.67,-4.44,-3.64,4.43,-0.01,-0.01
14.22,Stillness,0.000,0.125,4.193,False,-2.71,-4.41,-3.68,4.43,-0.01,-0.01
14.25,Stillness,0.000,0.132,3.693,False,-2.61,-4.36,-3.63,4.43,-0.00,-0.01
14.28,Stillness,0.000,0.129,4.034,False,-2.62,-4.31,-3.61,4.43,-0.00,-0.01
14.31,Stillness,0.000,0.148,3.693,False,-2.67,-4.29,-3.63,4.43,-0.00,-0.01
14.35,Stillness,0.000,0.140,3.236,False,-2.76,-4.27,-3.62,4.43,-0.00,-0.01
14.37,Stillness,0.000,0.139,4.162,False,-2.73,-4.26,-3.64,4.42,-0.00,-0.01
14.41,Stillness,0.000,0.140,3.736,False,-2.81,-4.25,-3.56,4.42,-0.00,-0.01
14.44,Stillness,0.000,0.122,4.162,False,-2.72,-4.21,-3.53,4.42,-0.00,-0.01
14.47,Stillness,0.000,0.124,4.280,False,-2.92,-4.18,-3.46,4.41,-0.00,-0.01
14.50,Stillness,0.000,0.123,4.472,False,-3.12,-4.16,-3.46,4.40,0.00,-0.01
14.53,Stillness,0.000,0.123,4.935,False,-3.15,-4.14,-3.40,4.39,0.00,-0.01
14.56,Stillness,0.000,0.132,4.935,False,-3.18,-4.13,-3.49,4.38,0.00,-0.01
14.59,Stillness,0.000,0.123,4.743,False,-3.26,-4.12,-3.47,4.38,0.00,-0.01
14.62,Stillness,0.000,0.113,4.743,False,-3.21,-4.10,-3.51,4.37,0.00,-0.01
14.65,Stillness,0.000,0.125,4.472,False,-3.08,-4.08,-3.48,4.37,0.01,-0.01
14.69,Stillness,0.000,0.139,4.193,False,-3.02,-4.08,-3.49,4.37,0.01,-0.01
14.71,Stillness,0.000,0.123,3.693,False,-2.98,-4.07,-3.55,4.37,0.01,-0.01
14.75,Stillness,0.000,0.139,3.500,False,-2.97,-4.02,-3.60,4.36,0.01,-0.01
14.78,Stillness,0.000,0.149,3.915,False,-2.99,-3.96,-3.67,4.36,0.01,-0.01
14.81,Stillness,0.000,0.150,4.034,False,-2.99,-3.95,-3.81,4.36,0.01,-0.01
14.84,Stillness,0.000,0.140,4.415,False,-3.01,-3.94,-3.91,4.35,0.01,-0.01
14.87,Stillness,0.000,0.148,4.274,False,-3.06,-3.94,-3.84,4.35,0.01,-0.01
14.90,Stillness,0.000,0.141,4.034,False,-3.07,-3.93,-3.86,4.35,0.01,-0.01
14.94,Stillness,0.000,0.149,4.034,False,-3.04,-3.92,-3.87,4.35,0.01,-0.01
14.97,Stillness,0.000,0.158,4.415,False,-3.16,-3.90,-3.87,4.35,0.01,-0.01
15.00,Stillness,0.000,0.157,4.497,False,-3.09,-3.89,-3.84,4.34,0.01,-0.01
15.03,Stillness,0.000,0.160,4.631,False,-3.13,-3.87,-3.81,4.33,0.01,-0.01
15.08,Stillness,0.000,0.148,2.803,False,-3.04,-3.86,-3.92,4.33,0.02,-0.01
15.11,Stillness,0.000,0.137,4.472,False,-3.58,-3.85,-3.74,4.33,0.02,-0.01
15.14,Stillness,0.000,0.135,6.093,False,-3.67,-3.84,-3.56,4.32,0.02,-0.01
15.17,Stillness,0.000,0.127,6.729,False,-3.78,-3.83,-3.50,4.32,0.02,-0.01
15.20,Stillness,0.000,0.129,4.890,False,-3.83,-3.83,-3.22,4.31,0.02,-0.01
15.23,Stillness,0.000,0.127,2.699,False,-3.72,-3.83,-3.06,4.30,0.02,-0.01
15.27,Stillness,0.000,0.122,3.606,False,-3.67,-3.82,-2.97,4.30,0.02,-0.01
15.30,Stillness,0.000,0.121,5.037,False,-3.83,-3.83,-2.65,4.29,0.02,-0.01
15.33,Stillness,0.000,0.130,4.410,False,-3.95,-3.83,-2.29,4.29,0.02,-0.01
15.36,Stillness,0.000,0.131,4.562,False,-3.87,-3.83,-1.96,4.29,0.01,-0.01
15.39,Drowsy,1.000,0.121,5.202,False,-4.02,-3.83,-1.54,4.29,0.01,-0.01
15.42,Stillness,0.000,0.130,4.977,False,-4.21,-3.83,-1.04,4.28,0.01,-0.01
15.45,Stillness,0.000,0.119,5.438,False,-4.50,-3.84,-0.55,4.27,0.00,-0.01
15.48,Stillness,0.000,0.120,4.183,False,-4.50,-3.85,-0.30,4.26,-0.00,-0.01
15.51,Stillness,0.000,0.138,4.828,False,-4.68,-3.86,0.08,4.26,-0.01,-0.01
15.54,Stillness,0.000,0.119,4.121,False,-4.67,-3.87,0.42,4.25,-0.02,-0.01
15.58,Stillness,0.000,0.110,5.050,False,-4.67,-3.87,0.78,4.24,-0.03,-0.01
15.61,Stillness,0.000,0.117,5.378,False,-4.86,-3.87,1.27,4.22,-0.04,-0.01
15.64,Stillness,0.000,0.132,4.562,False,-4.98,-3.89,1.66,4.22,-0.05,-0.01
15.67,Stillness,0.000,0.128,4.183,False,-5.02,-3.90,2.04,4.21,-0.06,-0.01
15.70,Stillness,0.000,0.119,4.562,False,-5.18,-3.92,2.43,4.21,-0.07,-0.01
15.73,Stillness,0.000,0.120,4.497,False,-5.29,-3.93,2.78,4.21,-0.08,-0.01
15.76,Stillness,0.000,0.121,4.935,False,-5.48,-3.94,3.06,4.21,-0.09,-0.01
15.80,Stillness,0.000,0.127,4.890,False,-5.70,-3.94,3.21,4.20,-0.09,-0.01
15.83,Stillness,0.000,0.124,5.064,False,-5.57,-3.94,3.22,4.20,-0.09,-0.01
15.86,Stillness,0.000,0.133,4.081,False,-5.90,-3.95,3.67,4.20,-0.10,-0.01
15.89,Stillness,0.000,0.133,3.702,False,-6.05,-3.95,3.79,4.20,-0.10,-0.01
15.92,Stillness,0.000,0.127,4.081,False,-6.18,-3.96,3.74,4.20,-0.10,-0.01
15.95,Stillness,0.000,0.127,4.718,False,-6.14,-3.99,3.75,4.20,-0.09,-0.01
15.98,Stillness,0.000,0.126,4.303,False,-6.02,-4.02,3.71,4.20,-0.09,-0.01
16.02,Stillness,0.000,0.135,4.303,False,-6.02,-4.04,3.69,4.19,-0.09,-0.01
16.05,Stillness,0.000,0.126,3.606,False,-6.17,-4.07,3.72,4.18,-0.09,-0.01
16.08,Stillness,0.000,0.133,4.562,False,-5.98,-4.08,3.50,4.18,-0.09,-0.01
16.11,Stillness,0.000,0.116,3.702,False,-5.71,-4.08,3.25,4.18,-0.09,-0.01
16.14,Stillness,0.000,0.116,4.631,False,-5.58,-4.10,3.09,4.18,-0.09,-0.01
16.17,Stillness,0.000,0.115,4.736,False,-5.38,-4.12,2.89,4.17,-0.08,-0.01
16.20,Stillness,0.000,0.124,4.357,False,-5.14,-4.13,2.66,4.17,-0.08,-0.01
16.23,Stillness,0.000,0.125,3.500,False,-4.89,-4.14,2.43,4.17,-0.08,-0.01
16.27,Stillness,0.000,0.131,6.308,False,-4.92,-4.16,2.07,4.16,-0.09,-0.01
16.30,Stillness,0.000,0.133,6.191,False,-4.93,-4.18,2.03,4.16,-0.10,-0.01
16.33,Stillness,0.000,0.115,6.589,False,-5.01,-4.19,1.89,4.16,-0.10,-0.01
16.36,Stillness,0.000,0.124,6.190,False,-4.88,-4.21,1.71,4.16,-0.09,-0.01
16.39,Stillness,0.000,0.127,4.121,False,-4.80,-4.23,1.57,4.14,-0.09,-0.01
16.44,Stillness,0.000,0.128,3.702,False,-4.57,-4.25,1.43,4.13,-0.08,-0.01
16.47,Stillness,0.000,0.136,4.736,False,-4.63,-4.26,1.40,4.13,-0.07,-0.01
16.50,Stillness,0.000,0.126,5.415,False,-4.74,-4.27,1.32,4.13,-0.07,-0.01
16.53,Stillness,0.000,0.117,5.193,False,-4.81,-4.29,1.64,4.13,-0.08,-0.01
16.56,Drowsy,1.000,0.117,5.050,False,-4.69,-4.31,1.82,4.13,-0.08,-0.01
16.59,Drowsy,1.000,0.113,4.977,False,-5.31,-4.36,2.06,4.13,-0.08,-0.01
16.63,Stillness,0.000,0.122,5.263,False,-5.51,-4.41,2.33,4.13,-0.08,-0.01
16.66,Stillness,0.000,0.121,5.338,False,-5.63,-4.44,2.48,4.11,-0.09,-0.01
16.69,Stillness,0.000,0.129,5.000,False,-5.77,-4.47,2.55,4.10,-0.09,-0.01
16.72,Stillness,0.000,0.135,5.744,False,-5.89,-4.48,2.68,4.10,-0.10,-0.01
16.75,Stillness,0.000,0.129,6.141,False,-6.10,-4.49,2.78,4.10,-0.12,-0.01
16.78,Stillness,0.000,0.121,5.438,False,-6.04,-4.50,2.93,4.09,-0.13,-0.01
16.81,Stillness,0.000,0.133,5.064,False,-6.09,-4.50,3.00,4.08,-0.13,-0.01
16.84,Stillness,0.000,0.122,5.328,False,-6.20,-4.50,3.00,4.08,-0.14,-0.01
16.87,Stillness,0.000,0.123,5.263,False,-6.35,-4.50,3.00,4.08,-0.14,-0.01
16.90,Stillness,0.000,0.137,5.263,False,-6.67,-4.50,3.03,4.08,-0.14,-0.01
16.94,Stillness,0.000,0.125,6.298,False,-6.75,-4.51,3.27,4.07,-0.16,-0.01
16.97,Stillness,0.000,0.136,5.751,False,-6.80,-4.54,3.09,4.07,-0.16,-0.01
17.00,Stillness,0.000,0.127,6.298,False,-7.13,-4.57,3.41,4.06,-0.18,-0.01
17.03,Stillness,0.000,0.137,6.047,False,-7.11,-4.60,3.67,4.06,-0.19,-0.01
17.06,Stillness,0.000,0.126,6.521,False,-7.14,-4.63,3.69,4.05,-0.19,-0.01
17.09,Stillness,0.000,0.136,6.451,False,-7.22,-4.65,3.99,4.05,-0.20,-0.01
17.12,Stillness,0.000,0.131,6.228,False,-7.27,-4.66,4.01,4.05,-0.21,-0.01
17.15,Stillness,0.000,0.127,6.521,False,-7.34,-4.66,3.81,4.05,-0.21,-0.01
17.18,Stillness,0.000,0.129,6.085,False,-7.35,-4.67,3.91,4.05,-0.21,-0.01
17.21,Stillness,0.000,0.139,6.598,False,-7.74,-4.67,4.59,4.05,-0.24,-0.01
